WAVE GRAPH DATA,0001,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0002,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0003,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0004,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0005,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0006,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0007,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0008,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0009,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0010,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0011,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0012,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0013,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0014,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0015,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0016,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0017,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0018,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0019,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0020,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0021,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0022,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0023,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0024,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0025,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0026,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0027,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0028,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0029,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0030,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0031,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0032,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0033,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0034,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0035,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0036,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0037,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0038,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0039,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0040,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0041,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0042,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0043,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0044,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0045,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0046,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0047,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0048,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0049,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0050,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0051,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0052,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0053,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0054,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0055,0.0,0.0,-14.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0056,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0057,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0058,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0059,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0060,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0061,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0062,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0063,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0064,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0065,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0066,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0067,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0068,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0069,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0070,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0071,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0072,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0073,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0074,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0075,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0076,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0077,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0078,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0079,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0080,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0081,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0082,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0083,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0084,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0085,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0086,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0087,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0088,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0089,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0090,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0091,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0092,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0093,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0094,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0095,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0096,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0097,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0098,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0099,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0100,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0101,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0102,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0103,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0104,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0105,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0106,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
WAVE GRAPH DATA,0107,0.0,0.0,-13.0,2.0,,,,,,,,,,,,,,,
